ページ タイトル,ページパス + クエリ文字列,表示回数
Cell Meter<sup>TM</sup> Intracellular NADH/NADPH Fluorescence Imaging Kit *Red Fluorescence*（ABD-15290-100TEST）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18693786&ServerKey=Primary&selPrice=1,2
Ammonia Assay Kit（CBL-MET5086-100ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18694525&ServerKey=Primary&selPrice=1,2
Immunoselect Antifading Mounting Medium（DNV-SCR038447-15ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18694749&ServerKey=Primary&selPrice=1,2
Saliva Exosome Purification Kit（NOG-65300-1KIT[50 Preps]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18694950&ServerKey=Primary&selPrice=1,2
Saliva Exosome Collection and Preservation Kit（NOG-65400-1KIT[50 Devices]）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18694951&ServerKey=Primary&selPrice=1,2
SVL-30 Stand for lamps VL-115/215（CSV-CSS30-1PC）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1873700&ServerKey=Primary&selPrice=1,2
F-Actin Visualization Biochem Kit（CYT-BK005-1KIT[300 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1875600&ServerKey=Primary&selPrice=1,2
Holder for Staining（DAI-DAIH-1PAIR[1_ペア]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1876411&ServerKey=Primary&selPrice=1,2
Tissue Capture（DAI-FP01-1PC）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1876422&ServerKey=Primary&selPrice=1,2
Multi gel Dryer Starter Set( For 20 gels )（DCB-423512-1SET[20枚用]）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1878161&ServerKey=Primary&selPrice=1,2
Peroxidase Labeling Kit - NH2（DMT-LK11-3PREP.）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1879096&ServerKey=Primary&selPrice=1,2
Food Allergies IgG-90 Foods EIA kit（DRG-EIA1745-288TEST）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1879304&ServerKey=Primary&selPrice=1,2
KBM NK kit（KJN-16030210-1KIT）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18809852&ServerKey=Primary&selPrice=1,2
"Shuttle PIP Kit, PtdIns(3,4,5)P3（ECL-P9039-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1882730&ServerKey=Primary&selPrice=1,2
Agaricus bisporus Gel [ABA]（EY-AK50012-2ML）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1893708&ServerKey=Primary&selPrice=1,2
"Glucosylated BSA-GCP, 15nm（EY-CCG000215-1ML）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1894161&ServerKey=Primary&selPrice=1,2
"Anti c-MYC, Trial Size: 20 UL（PGI-108281AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18946802&ServerKey=Primary&selPrice=1,2
"Anti CXCR4, Trial Size: 20 UL（PGI-110732AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18946851&ServerKey=Primary&selPrice=1,2
"Anti LRG1, Trial Size: 20 UL（PGI-132241AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18947096&ServerKey=Primary&selPrice=1,2
"Anti Collagen Type I, Trial Size: 20 UL（PGI-146951AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18947219&ServerKey=Primary&selPrice=1,2
"Anti ARL13B, Trial Size: 20 UL（PGI-177111AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18947472&ServerKey=Primary&selPrice=1,2
"Anti KGA-Specific, Trial Size: 20 UL（PGI-201701AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18947599&ServerKey=Primary&selPrice=1,2
"Anti VEGFR2/KDR, Trial Size: 20 UL（PGI-264151AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18947842&ServerKey=Primary&selPrice=1,2
"Anti GFAP, Trial Size: 20 UL（PGI-601901IG-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18948020&ServerKey=Primary&selPrice=1,2
Anti MTAP（PGI-667061IG-150UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18948224&ServerKey=Primary&selPrice=1,2
SLAMseq Explorer Kit - Cell Viability Titration Module（LEX-05924-24PREP.）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18962229&ServerKey=Primary&selPrice=1,2
HIENAI Glass Plate for Multiwell-plate（PMC-HGLA1-1PC）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18962283&ServerKey=Primary&selPrice=1,2
MitoView<sup>TM</sup> 720（BTI-70068T-50UG[1000X in DMSO]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18964576&ServerKey=Primary&selPrice=1,2
MP-Count Beads（BCT-7804-100TEST）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=18965037&ServerKey=Primary&selPrice=1,2
Cytochalasin B（FMT-CB-5G）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1902773&ServerKey=Primary&selPrice=1,2
FD Rapid GolgiStain<sup>TM</sup> Kit (large)（FNT-PK401-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1902883&ServerKey=Primary&selPrice=1,2
ACE test (steam sterilizer 115 degree) (>1x10^6)（FUK-H6301-1PACK[100 bottles/box]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1904601&ServerKey=Primary&selPrice=1,2
"Factor Assay Control Plasma (Normal, Pooled, Assay values included)（GK-GKNP2-100*1ML[100×1_mL]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1909261&ServerKey=Primary&selPrice=1,2
SPECTROZYME<sup>(R)</sup> PL（BDX-251L-50UMOL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19159707&ServerKey=Primary&selPrice=1,2
Anti PIVKA-II（BDN-M01344M1-1MG）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19202024&ServerKey=Primary&selPrice=1,2
MemBrite<sup>TM</sup> Fix 405/430 Cell Surface Staining Kit（BTI-30092T-1KIT[100 Reactions]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19308123&ServerKey=Primary&selPrice=1,2
Agarose Tablets (Molecular Biology Grade)（GDX-AGT0020500-1SET[0.5g × 110]）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19308218&ServerKey=Primary&selPrice=1,2
"PBRT 2.0 kit - New replicons (P1, N2, FIB-KN, FIB-KQ, X4)（DTV-MBK0078-192RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19308317&ServerKey=Primary&selPrice=1,2
CELLiST<sub>TM</sub> Feed media（AJI-FEED2-5*0.2L）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19317638&ServerKey=Primary&selPrice=1,2
Drug Free Urine（LEE-99103DFS-50ML）（カテゴリ：受託サービス） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19344367&ServerKey=Primary&selPrice=1,2
PCT<sup>TM</sup> - Pre-Crystallization Test（HAM-HR2140-1KIT）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1948325&ServerKey=Primary&selPrice=1,2
Gravity flow Strep-Tactin<sup>(R)</sup> Sepharose<sup>(R)</sup> column（IBA-21202001-1COLUMN[1 x 1 ml]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1958196&ServerKey=Primary&selPrice=1,2
"BL21(DE3) competent cell, Champion<sup>TM</sup>21（SMO-CC2102-80RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19663855&ServerKey=Primary&selPrice=1,2
RNAscope<sup>TM</sup> EZ-Batch<sup>TM</sup> Wash Tray（ADC-321717-1UNIT）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19664948&ServerKey=Primary&selPrice=1,2
N6-Methyladenosine (m6A) ELISA Kit（CBL-MET5097-96ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19665849&ServerKey=Primary&selPrice=1,2
Anti IgG(H+L)（PGI-SA000091-200UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19690024&ServerKey=Primary&selPrice=1,2
ICG-DBCO（IRS-RL28700005-5MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19692347&ServerKey=Primary&selPrice=1,2
iGL cell line for non-profit client（PMC-IGL01C-1VIAL[1ｘ10^6cells]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19693002&ServerKey=Primary&selPrice=1,2
Bucculite<sup>TM</sup> FdU Cu-Free Cell Proliferation Fluorescence Imaging Kit *Deep Red Fluorescence*（ABD-22320-1KIT[200 Tests]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19695556&ServerKey=Primary&selPrice=1,2
"Lymphocyte Medium for Thawing, Plating and short-term maintenance, [formerly PBMC Thawing Medium]（ZEN-LYMPH1-100ML）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19727275&ServerKey=Primary&selPrice=1,2
"Peripheral Blood Mononuclear Cells (PBMCs), Cryopreserved（ZEN-SERPBMCF-1VIAL[15 x 10^6 cells/vial]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19727521&ServerKey=Primary&selPrice=1,2
M-CSF（PGI-HZ1192-10UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19731636&ServerKey=Primary&selPrice=1,2
Wnt3A（PGI-HZ1296-5UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19731694&ServerKey=Primary&selPrice=1,2
Telomerase Activity Quantification qPCR Assay Kit（SCR-8928-100RXN）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19738323&ServerKey=Primary&selPrice=1,2
KBM ADSC-4（KJN-16030044-500ML）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19752091&ServerKey=Primary&selPrice=1,2
FAM-FLICA<sup>(R)</sup> Caspase 1 Assay Kit（IMT-97-25TEST）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1980767&ServerKey=Primary&selPrice=1,2
"Anti Nephrin, Trial Size: 20 UL（PGI-669701IG-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19824636&ServerKey=Primary&selPrice=1,2
Atto488 NT Labeling Kit（JNA-PP305S488-10RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1986888&ServerKey=Primary&selPrice=1,2
"1,25-dihydroxy Vitamin D, ELISA（IMD-KR2112-1KIT[48 tests]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19928939&ServerKey=Primary&selPrice=1,2
IDK<sup>(R)</sup> Kynurenine high sensitive ELISA（IMD-KR3728-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19928942&ServerKey=Primary&selPrice=1,2
stool sample tube（IMD-KR6998SAS-1KIT[100 tubes]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19928989&ServerKey=Primary&selPrice=1,2
"Diamine oxidase, ELISA（IMD-KR8500-1KIT[96 tests]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19929021&ServerKey=Primary&selPrice=1,2
"IgA (secretory) ELISA, 1-point-calibration（IMD-KR8880-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19929024&ServerKey=Primary&selPrice=1,2
"Blood B Type, Each CPDA-1（KOJ-12081545-450ML[1バッグ]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1993048&ServerKey=Primary&selPrice=1,2
"Blood AB Type, Each CPDA-1（KOJ-12082102-450ML[1バッグ]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1993052&ServerKey=Primary&selPrice=1,2
"Plasma (Heparin sodium, Each or Pool)（KOJ-12220310-100ML[100_mL]）（カテゴリ：生体試料） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1993121&ServerKey=Primary&selPrice=1,2
Liver（KOJ-12900160-1PC）（カテゴリ：生体試料） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1993208&ServerKey=Primary&selPrice=1,2
Collagenase NB 5 Sterile Grade from Clostridium histolyticum（NRD-N0002778-1G）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19943017&ServerKey=Primary&selPrice=1,2
Collagenase AF-1 GMP Grade（NRD-N0003554-2000UNIT）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=19943023&ServerKey=Primary&selPrice=1,2
Brassinin（LKT-B6801-50MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1999288&ServerKey=Primary&selPrice=1,2
Chrysin（LKT-C2968-5G）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1999473&ServerKey=Primary&selPrice=1,2
"3,3'-Diindolylmethane（LKT-D3232-1G）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=1999671&ServerKey=Primary&selPrice=1,2
Kahweol（LKT-K0030-10MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2000062&ServerKey=Primary&selPrice=1,2
"R,S-Sulforaphane, High Purity（LKT-S8044-25MG）（カテゴリ：化成品） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2000718&ServerKey=Primary&selPrice=1,2
Mite Extract-Df（LSL-LG5339-1VIAL[10 mg]）（カテゴリ：生体試料） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2002785&ServerKey=Primary&selPrice=1,2
TFF-Easy - tangential flow filtration EV concentrator（HNB-HBMTFF1-1UNIT[1 concentrator]）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=20120809&ServerKey=Primary&selPrice=1,2
"Davidson Marking System<sup>(R)</sup> 3cc lime marking dye, jar of 40（BRP-10138-1BOTTLE）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=20190403&ServerKey=Primary&selPrice=1,2
"A3 Glycan (A3G3S3), 2-AB Labeled（LUD-CABA301-100PMOL）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2033207&ServerKey=Primary&selPrice=1,2
"NGA2 Glycan (A2, G0), 2-AB Labeled（LUD-CABNGA201-100PMOL）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2033220&ServerKey=Primary&selPrice=1,2
Cas9 Nickase Adenovirus（APB-K007-1ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=20402465&ServerKey=Primary&selPrice=1,2
"Corning<sup>(R)</sup> Penicillin-Streptomycin Solution, 100x（MDT-30002CI-6*100ML）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2046727&ServerKey=Primary&selPrice=1,2
TRI Reagent<sup>(R)</sup> RT（MOR-RT111-200ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2072900&ServerKey=Primary&selPrice=1,2
TRI Reagent<sup>(R)</sup> LS（MOR-TS120-500ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2072923&ServerKey=Primary&selPrice=1,2
"Nunc poly-D-lysine coated plates, 96 well MicroWell Plate, white, clear bottom（NAL-152028-20PC[5枚×4ケース]）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2073267&ServerKey=Primary&selPrice=1,2
